Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71932431,3,"Thursday, January 31, 2013 20:37:22 UTC",39.1620,-121.8590,1.5,0.80, 8,"Northern California"
us,c000ezb1,5,"Thursday, January 31, 2013 20:31:01 UTC",14.3750,92.8539,4.4,27.20,13,"Andaman Islands, India region"
nc,71932421,3,"Thursday, January 31, 2013 20:21:27 UTC",39.1408,-121.8583,1.3,0.70,10,"Northern California"
ci,15279617,2,"Thursday, January 31, 2013 20:21:26 UTC",32.0352,-114.9792,2.9,7.00,14,"Sonora, Mexico"
ak,10648023,2,"Thursday, January 31, 2013 20:19:09 UTC",62.0901,-145.1791,1.5,15.60,21,"Central Alaska"
nc,71932416,3,"Thursday, January 31, 2013 20:18:43 UTC",39.1507,-121.8708,1.3,1.30, 8,"Northern California"
nn,00401418,9,"Thursday, January 31, 2013 20:13:01 UTC",37.3970,-116.9257,1.3,12.20,12,"Nevada"
ak,10648015,3,"Thursday, January 31, 2013 20:01:39 UTC",60.9442,-147.6356,1.1,9.40,11,"Southern Alaska"
nc,71932391,0,"Thursday, January 31, 2013 19:59:34 UTC",38.8353,-122.7833,1.4,2.40,22,"Northern California"
nc,71932376,3,"Thursday, January 31, 2013 19:46:23 UTC",39.1860,-121.8440,1.2,0.80, 8,"Northern California"
us,c000eza2,4,"Thursday, January 31, 2013 19:45:41 UTC",26.4419,126.3744,4.5,103.70,32,"Ryukyu Islands, Japan"
nc,71932371,3,"Thursday, January 31, 2013 19:37:01 UTC",39.1815,-121.8418,1.4,1.00,10,"Northern California"
nc,71932361,3,"Thursday, January 31, 2013 19:34:40 UTC",40.9178,-122.3932,1.7,9.60,15,"Northern California"
ak,10647994,2,"Thursday, January 31, 2013 19:27:59 UTC",61.3770,-151.5266,2.1,87.70,42,"Southern Alaska"
ak,10647992,2,"Thursday, January 31, 2013 19:24:43 UTC",61.8320,-149.4930,1.0,17.40,12,"Southern Alaska"
nc,71932356,3,"Thursday, January 31, 2013 19:06:55 UTC",39.1583,-121.8588,1.4,1.30, 8,"Northern California"
ak,10649621,2,"Thursday, January 31, 2013 18:29:19 UTC",57.2187,-154.3891,2.1,55.60,11,"Kodiak Island region, Alaska"
ak,10649620,2,"Thursday, January 31, 2013 18:28:40 UTC",62.8026,-152.0264,1.1,12.20,13,"Central Alaska"
ak,10647965,2,"Thursday, January 31, 2013 18:22:29 UTC",62.7449,-150.4909,1.6,83.50,38,"Central Alaska"
ak,10649618,2,"Thursday, January 31, 2013 18:17:33 UTC",57.2437,-155.6302,1.6,60.90,10,"Alaska Peninsula"
ak,10649617,2,"Thursday, January 31, 2013 18:16:09 UTC",55.9087,-135.2490,2.2,20.00, 6,"off the coast of Southeastern Alaska"
uu,60012002,2,"Thursday, January 31, 2013 17:58:32 UTC",44.2432,-110.7780,1.3,3.10, 7,"Yellowstone National Park, Wyoming"
ak,10647954,3,"Thursday, January 31, 2013 17:47:34 UTC",59.8142,-153.3237,2.2,144.50,36,"Southern Alaska"
ci,15279569,2,"Thursday, January 31, 2013 17:23:32 UTC",33.3077,-116.1818,1.2,8.40,49,"Southern California"
us,c000ez8e,6,"Thursday, January 31, 2013 17:14:12 UTC",13.9222,120.7113,4.8,213.80,140,"Mindoro, Philippines"
us,c000ez8d,6,"Thursday, January 31, 2013 17:09:59 UTC",-9.0388,-108.5685,4.9,10.00,73,"central East Pacific Rise"
nc,71932306,3,"Thursday, January 31, 2013 17:08:28 UTC",39.1562,-121.8667,1.3,0.80, 9,"Northern California"
ak,10649615,2,"Thursday, January 31, 2013 16:49:10 UTC",63.1347,-150.6466,1.3,117.30,14,"Central Alaska"
ak,10649614,2,"Thursday, January 31, 2013 16:46:03 UTC",59.6917,-152.5750,1.9,90.60,19,"Southern Alaska"
ak,10647928,2,"Thursday, January 31, 2013 16:32:14 UTC",57.9657,-154.6166,2.5,66.60,41,"Kodiak Island region, Alaska"
us,c000ez7y,8,"Thursday, January 31, 2013 16:04:47 UTC",35.9827,139.7463,4.9,47.70,117,"near the south coast of Honshu, Japan"
mb,13979410,2,"Thursday, January 31, 2013 15:42:20 UTC",46.8066,-113.0166,1.3,0.80,12,"western Montana"
ci,15279529,2,"Thursday, January 31, 2013 15:40:12 UTC",32.7532,-115.4452,1.6,8.40,19,"Southern California"
nc,71932266,3,"Thursday, January 31, 2013 15:15:46 UTC",35.7165,-121.0870,2.1,7.60,66,"Central California"
nc,71932256,2,"Thursday, January 31, 2013 15:08:07 UTC",35.9887,-120.5550,1.1,3.80,39,"Central California"
ak,10649612,2,"Thursday, January 31, 2013 14:54:30 UTC",63.5460,-147.1939,1.0,67.00,11,"Central Alaska"
ci,15279521,2,"Thursday, January 31, 2013 14:54:15 UTC",32.9132,-116.2327,1.6,10.10,55,"Southern California"
us,c000ez7n,7,"Thursday, January 31, 2013 14:53:41 UTC",36.7675,140.4900,4.8,10.10,74,"near the east coast of Honshu, Japan"
ak,10649610,2,"Thursday, January 31, 2013 14:43:21 UTC",61.4780,-151.6347,1.7,86.20,20,"Southern Alaska"
ak,10647912,2,"Thursday, January 31, 2013 14:41:39 UTC",63.6800,-149.1955,1.2,106.70,14,"Central Alaska"
ak,10649608,2,"Thursday, January 31, 2013 14:41:18 UTC",51.1872,-176.3338,1.5,13.10, 9,"Andreanof Islands, Aleutian Islands, Alaska"
nn,00401372,9,"Thursday, January 31, 2013 14:35:56 UTC",37.3785,-117.1373,1.1,8.90,12,"Nevada"
ak,10647983,3,"Thursday, January 31, 2013 14:26:12 UTC",51.9681,-174.6727,1.4,16.30,16,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10649606,2,"Thursday, January 31, 2013 14:25:38 UTC",61.8460,-149.9844,1.3,11.20,16,"Southern Alaska"
ak,10647906,2,"Thursday, January 31, 2013 14:25:09 UTC",63.1825,-151.4387,1.2,7.80,12,"Central Alaska"
nm,013113a,B,"Thursday, January 31, 2013 14:24:09 UTC",36.2024,-89.5047,1.5,4.80,23,"Tennessee"
ak,10649604,2,"Thursday, January 31, 2013 14:16:31 UTC",55.4203,-134.9576,2.8,20.00, 8,"Southeastern Alaska"
ak,10649603,2,"Thursday, January 31, 2013 14:13:52 UTC",55.4811,-134.8943,2.5,20.00, 8,"Southeastern Alaska"
ci,15279513,2,"Thursday, January 31, 2013 14:10:35 UTC",33.8868,-115.9922,1.4,5.10,41,"Southern California"
ak,10647898,3,"Thursday, January 31, 2013 14:00:27 UTC",63.2750,-151.3595,2.3,8.50,35,"Central Alaska"
ak,10649601,2,"Thursday, January 31, 2013 13:57:31 UTC",62.8502,-148.7514,1.0,63.80,11,"Central Alaska"
nc,71932216,2,"Thursday, January 31, 2013 13:46:13 UTC",37.5363,-118.8655,1.2,9.00,32,"Central California"
ak,10647889,2,"Thursday, January 31, 2013 13:43:37 UTC",62.0645,-145.2081,2.0,12.10,30,"Central Alaska"
ak,10647888,2,"Thursday, January 31, 2013 13:38:53 UTC",55.4943,-135.0063,3.3,20.00,12,"off the coast of Southeastern Alaska"
ak,10649598,2,"Thursday, January 31, 2013 13:36:36 UTC",55.4349,-135.0293,2.5,20.00, 7,"off the coast of Southeastern Alaska"
ak,10647887,2,"Thursday, January 31, 2013 13:31:24 UTC",52.3841,-176.4000,2.2,161.40,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10649596,2,"Thursday, January 31, 2013 13:10:55 UTC",62.9786,-149.6398,1.1,80.00,16,"Central Alaska"
nn,00401361,9,"Thursday, January 31, 2013 13:06:50 UTC",37.3935,-117.1977,1.3,27.60, 7,"Nevada"
nn,00401360,9,"Thursday, January 31, 2013 13:04:13 UTC",37.3492,-117.1348,1.0,12.00,13,"Nevada"
ak,10649595,2,"Thursday, January 31, 2013 12:51:23 UTC",61.7310,-150.8232,1.4,67.30,13,"Southern Alaska"
ak,10649594,2,"Thursday, January 31, 2013 12:48:24 UTC",62.1382,-147.4369,1.2,42.90,14,"Central Alaska"
nc,71932186,4,"Thursday, January 31, 2013 12:46:56 UTC",35.4927,-120.7938,1.5,8.70,38,"Central California"
ak,10647877,3,"Thursday, January 31, 2013 12:43:56 UTC",62.0731,-141.8729,1.7,12.50, 7,"Central Alaska"
us,c000ez6v,5,"Thursday, January 31, 2013 12:10:50 UTC",-4.4873,138.2733,4.6,84.10,28,"Papua, Indonesia"
ak,10649590,2,"Thursday, January 31, 2013 12:01:12 UTC",61.8913,-147.7399,1.2,36.80,16,"Southern Alaska"
ak,10647869,2,"Thursday, January 31, 2013 12:00:40 UTC",64.1904,-150.9341,1.0,7.90,18,"Central Alaska"
nc,71932176,3,"Thursday, January 31, 2013 11:53:57 UTC",37.3173,-122.1547,1.9,8.00,82,"San Francisco Bay area, California"
ak,10647865,2,"Thursday, January 31, 2013 11:45:59 UTC",62.3863,-150.0248,1.2,10.60,27,"Central Alaska"
nc,71932171,0,"Thursday, January 31, 2013 11:41:59 UTC",38.7882,-122.7632,1.4,1.20,17,"Northern California"
ak,10649587,2,"Thursday, January 31, 2013 11:39:42 UTC",55.4354,-135.0035,3.0,20.00,11,"off the coast of Southeastern Alaska"
ak,10647863,2,"Thursday, January 31, 2013 11:10:13 UTC",55.4447,-134.9661,2.8,20.00,10,"Southeastern Alaska"
nn,00401354,9,"Thursday, January 31, 2013 11:00:39 UTC",37.3685,-117.1389,1.7,7.80,17,"Nevada"
ak,10649585,2,"Thursday, January 31, 2013 10:47:11 UTC",55.4034,-135.0243,3.1,20.00,11,"off the coast of Southeastern Alaska"
ak,10647856,2,"Thursday, January 31, 2013 10:44:39 UTC",64.9383,-147.5829,1.0,3.80,19,"Central Alaska"
nc,71932166,4,"Thursday, January 31, 2013 10:40:19 UTC",39.0137,-123.4622,1.3,5.20,11,"Northern California"
ak,10649583,2,"Thursday, January 31, 2013 10:35:25 UTC",55.5541,-134.9268,2.2,20.00, 5,"Southeastern Alaska"
nc,71932161,0,"Thursday, January 31, 2013 10:31:22 UTC",38.8475,-122.8228,1.0,1.80,14,"Northern California"
ak,10647843,2,"Thursday, January 31, 2013 10:25:06 UTC",62.9835,-150.4346,2.4,99.80,51,"Central Alaska"
ak,10649581,2,"Thursday, January 31, 2013 10:24:20 UTC",55.4796,-134.9052,2.2,20.00, 7,"Southeastern Alaska"
us,c000ez5u,3,"Thursday, January 31, 2013 10:20:04 UTC",-1.7628,-12.9574,4.8,10.00,29,"north of Ascension Island"
ak,10647842,2,"Thursday, January 31, 2013 10:17:34 UTC",55.4289,-134.9541,3.6,20.00,13,"Southeastern Alaska"
ak,10649579,2,"Thursday, January 31, 2013 10:17:17 UTC",58.8175,-153.9764,1.7,3.00,19,"Kodiak Island region, Alaska"
us,c000ez52,6,"Thursday, January 31, 2013 09:53:43 UTC",55.5844,-134.7450,6.0,9.70,487,"Southeastern Alaska"
ak,10649577,2,"Thursday, January 31, 2013 09:41:00 UTC",63.0900,-151.4573,1.0,1.60,13,"Central Alaska"
nc,71932151,0,"Thursday, January 31, 2013 09:38:20 UTC",38.8150,-122.8177,1.1,3.30,21,"Northern California"
ci,15279425,2,"Thursday, January 31, 2013 09:28:41 UTC",33.2227,-115.6263,1.6,5.70,11,"Southern California"
ak,10647825,3,"Thursday, January 31, 2013 09:24:48 UTC",54.6009,-160.9801,2.2,15.20, 8,"Alaska Peninsula"
uu,60011967,5,"Thursday, January 31, 2013 09:23:38 UTC",44.8090,-110.9778,1.1,10.40,12,"Yellowstone National Park, Wyoming"
ak,10649575,2,"Thursday, January 31, 2013 09:14:05 UTC",58.4231,-154.1312,1.7,86.20, 9,"Alaska Peninsula"
ak,10647824,2,"Thursday, January 31, 2013 09:12:06 UTC",64.6157,-133.9443,3.0,10.00,10,"Southern Yukon Territory, Canada"
ak,10647823,2,"Thursday, January 31, 2013 09:09:04 UTC",51.5984,-176.3687,1.8,39.50,15,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71932131,3,"Thursday, January 31, 2013 09:08:07 UTC",36.5597,-121.0745,2.0,8.90,49,"Central California"
ak,10647818,2,"Thursday, January 31, 2013 08:55:45 UTC",59.7971,-152.3658,2.2,67.60,35,"Southern Alaska"
mb,13584797,2,"Thursday, January 31, 2013 08:53:03 UTC",47.4648,-112.7183,1.2,26.50, 8,"western Montana"
ak,10649572,2,"Thursday, January 31, 2013 08:49:31 UTC",63.3725,-150.3591,1.3,118.70,13,"Central Alaska"
ak,10647817,2,"Thursday, January 31, 2013 08:46:00 UTC",61.7804,-149.5727,1.1,30.90,12,"Southern Alaska"
ak,10649570,2,"Thursday, January 31, 2013 08:44:32 UTC",62.3521,-150.8057,1.3,69.50,17,"Central Alaska"
ak,10649569,2,"Thursday, January 31, 2013 08:41:08 UTC",56.4800,-157.5365,1.9,71.60,10,"Alaska Peninsula"
ak,10647815,2,"Thursday, January 31, 2013 08:37:56 UTC",61.7907,-149.9243,1.3,28.90,21,"Southern Alaska"
ak,10649567,2,"Thursday, January 31, 2013 08:30:46 UTC",63.2603,-145.3387,1.3,6.40,15,"Central Alaska"
us,c000ez4g,4,"Thursday, January 31, 2013 08:27:28 UTC",-7.2713,144.0844,4.3,33.30,20,"near the south coast of New Guinea, Papua New Guinea"
ak,10649566,2,"Thursday, January 31, 2013 08:23:17 UTC",63.1306,-151.5595,1.1,17.50,13,"Central Alaska"
hv,60461566,5,"Thursday, January 31, 2013 08:22:20 UTC",19.7583,-155.4338,1.8,26.30,61,"Island of Hawaii, Hawaii"
uu,60011957,4,"Thursday, January 31, 2013 08:20:19 UTC",44.8158,-110.9787,1.7,12.50,16,"Yellowstone National Park, Wyoming"
ci,15279417,2,"Thursday, January 31, 2013 08:06:33 UTC",33.3913,-116.8447,2.8,7.10,143,"Southern California"
us,c000ez43,9,"Thursday, January 31, 2013 08:04:08 UTC",39.8641,19.7467,4.5,10.00,34,"Kerkira region, Greece"
nc,71932111,0,"Thursday, January 31, 2013 08:04:05 UTC",38.7475,-122.6922,1.0,1.60, 8,"Northern California"
nc,71932106,1,"Thursday, January 31, 2013 08:02:10 UTC",38.7483,-122.7093,1.8,2.40,26,"Northern California"
ak,10649564,2,"Thursday, January 31, 2013 07:59:36 UTC",63.6220,-149.6696,1.2,125.40,10,"Central Alaska"
nc,71932101,2,"Thursday, January 31, 2013 07:56:41 UTC",37.4948,-121.8083,1.2,8.30,22,"San Francisco Bay area, California"
uu,60011947,4,"Thursday, January 31, 2013 07:54:37 UTC",44.8205,-110.9842,1.2,10.90,13,"Yellowstone National Park, Wyoming"
ak,10649563,2,"Thursday, January 31, 2013 07:39:32 UTC",62.9783,-150.2302,1.3,92.20,15,"Central Alaska"
uu,60011942,4,"Thursday, January 31, 2013 07:22:09 UTC",44.8093,-110.9715,1.6,12.10,15,"Yellowstone National Park, Wyoming"
ak,10647796,2,"Thursday, January 31, 2013 07:01:31 UTC",63.5434,-147.3406,1.3,3.00,32,"Central Alaska"
ak,10647794,2,"Thursday, January 31, 2013 06:57:55 UTC",63.7814,-150.1114,1.3,4.70,29,"Central Alaska"
ak,10649560,2,"Thursday, January 31, 2013 06:50:27 UTC",55.2127,-160.4947,1.8,61.10, 6,"Alaska Peninsula"
us,c000ez3n,5,"Thursday, January 31, 2013 06:50:16 UTC",-10.4181,166.2512,4.9,35.00,57,"Santa Cruz Islands"
ak,10647788,2,"Thursday, January 31, 2013 06:46:41 UTC",60.7856,-151.1481,1.9,62.10,38,"Kenai Peninsula, Alaska"
us,c000ez35,9,"Thursday, January 31, 2013 06:42:10 UTC",-10.7132,166.3856,5.1,35.20,196,"Santa Cruz Islands"
ak,10649558,2,"Thursday, January 31, 2013 06:29:14 UTC",62.9805,-150.0016,1.3,81.80,17,"Central Alaska"
ak,10647784,2,"Thursday, January 31, 2013 06:21:44 UTC",58.0468,-137.4181,2.3,11.20, 9,"Southeastern Alaska"
ak,10647778,2,"Thursday, January 31, 2013 05:50:04 UTC",60.4427,-147.3074,1.7,4.20,26,"Southern Alaska"
ak,10647772,2,"Thursday, January 31, 2013 05:44:35 UTC",51.9363,-173.5500,1.7,7.40, 5,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10647762,2,"Thursday, January 31, 2013 05:32:16 UTC",54.7713,-162.6984,1.6,10.70, 8,"Alaska Peninsula"
ci,15279385,2,"Thursday, January 31, 2013 05:25:50 UTC",32.4647,-115.5607,1.8,17.10,18,"Baja California, Mexico"
us,c000ez22,9,"Thursday, January 31, 2013 05:18:14 UTC",-10.5668,166.4465,5.4,45.70,237,"Santa Cruz Islands"
us,c000ez2t,4,"Thursday, January 31, 2013 05:16:58 UTC",-10.5025,166.2009,5.0,25.00,135,"Santa Cruz Islands"
ak,10647754,2,"Thursday, January 31, 2013 05:16:00 UTC",52.6782,-168.1171,2.8,26.00,14,"Fox Islands, Aleutian Islands, Alaska"
ak,10647752,2,"Thursday, January 31, 2013 05:12:52 UTC",65.7883,-151.0088,2.0,4.10,23,"northern Alaska"
us,c000ez1s,5,"Thursday, January 31, 2013 05:10:52 UTC",-28.0531,-70.9271,4.6,46.10,24,"Atacama, Chile"
ci,15279369,2,"Thursday, January 31, 2013 04:59:38 UTC",32.6880,-115.8165,1.3,8.70,17,"Southern California"
ak,10647740,2,"Thursday, January 31, 2013 04:35:05 UTC",60.2876,-151.2885,2.4,59.70,65,"Kenai Peninsula, Alaska"
us,c000ez19,6,"Thursday, January 31, 2013 04:31:33 UTC",-10.9342,165.4181,5.6,32.90,47,"Santa Cruz Islands"
nc,71932011,3,"Thursday, January 31, 2013 04:28:51 UTC",37.4575,-118.6333,1.9,18.20,45,"Central California"
nc,71932016,2,"Thursday, January 31, 2013 04:28:38 UTC",37.4647,-118.6310,1.3,16.80,37,"Central California"
us,c000ez14,3,"Thursday, January 31, 2013 04:15:55 UTC",-27.8784,-70.9409,4.5,26.80,36,"Atacama, Chile"
ak,10649550,2,"Thursday, January 31, 2013 04:15:34 UTC",60.2633,-152.5442,2.1,98.10,29,"Southern Alaska"
ak,10647726,2,"Thursday, January 31, 2013 04:12:35 UTC",52.7310,-168.1594,2.8,25.60,15,"Fox Islands, Aleutian Islands, Alaska"
us,c000ez13,5,"Thursday, January 31, 2013 04:10:46 UTC",-4.6131,102.5153,5.0,51.70,50,"southern Sumatra, Indonesia"
uw,60503441,3,"Thursday, January 31, 2013 04:01:13 UTC",46.2847,-122.2080,2.6,5.00,43,"Mount St. Helens area, Washington"
us,c000ez11,8,"Thursday, January 31, 2013 03:58:00 UTC",-10.6802,166.3910,5.6,35.10,268,"Santa Cruz Islands"
ak,10649548,2,"Thursday, January 31, 2013 03:56:45 UTC",51.4365,-178.4965,1.7,16.40,16,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000ez0w,9,"Thursday, January 31, 2013 03:33:43 UTC",-10.6277,166.3821,6.2,9.20,414,"Santa Cruz Islands"
nc,71931996,2,"Thursday, January 31, 2013 03:28:39 UTC",37.9875,-122.0540,1.5,15.50,31,"San Francisco Bay area, California"
ak,10649547,2,"Thursday, January 31, 2013 03:25:56 UTC",62.5893,-151.1385,1.4,86.90,16,"Central Alaska"
nc,71931981,1,"Thursday, January 31, 2013 03:11:27 UTC",38.8170,-122.8240,1.4,2.80,26,"Northern California"
ak,10649546,2,"Thursday, January 31, 2013 03:06:25 UTC",64.3595,-160.5064,2.2,0.80,10,"Central Alaska"
nc,71931976,2,"Thursday, January 31, 2013 02:57:32 UTC",37.9900,-122.0558,1.8,15.90,46,"San Francisco Bay area, California"
ak,10649545,2,"Thursday, January 31, 2013 02:49:48 UTC",51.2760,-179.9199,2.2,22.10,17,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000eyzc,9,"Thursday, January 31, 2013 02:45:00 UTC",-28.5044,-67.3649,4.8,117.70,35,"La Rioja, Argentina"
us,c000eyyd,6,"Thursday, January 31, 2013 02:26:20 UTC",49.8770,150.7514,4.3,355.50,48,"northwest of the Kuril Islands"
nc,71931951,3,"Thursday, January 31, 2013 02:12:13 UTC",37.4855,-118.8382,1.6,7.30,42,"Central California"
nc,71931956,2,"Thursday, January 31, 2013 02:11:54 UTC",38.8295,-122.7985,1.2,2.70,51,"Northern California"
ci,15279329,2,"Thursday, January 31, 2013 02:10:16 UTC",34.1528,-116.4257,1.3,11.00,84,"Southern California"
ak,10649544,2,"Thursday, January 31, 2013 02:06:26 UTC",59.8662,-153.1703,2.4,139.50,33,"Southern Alaska"
ak,10647688,2,"Thursday, January 31, 2013 02:05:00 UTC",62.0591,-151.5138,1.6,80.60,32,"Central Alaska"
ak,10647683,2,"Thursday, January 31, 2013 02:00:00 UTC",61.7637,-149.9785,2.0,40.90,40,"Southern Alaska"
ak,10647685,2,"Thursday, January 31, 2013 01:59:36 UTC",63.6546,-150.7618,1.1,7.50,12,"Central Alaska"
hv,60461446,2,"Thursday, January 31, 2013 01:49:36 UTC",19.3353,-155.0848,2.3,6.40,38,"Island of Hawaii, Hawaii"
ak,10647670,2,"Thursday, January 31, 2013 01:48:18 UTC",60.3732,-153.0018,2.5,125.80,59,"Southern Alaska"
ak,10647656,2,"Thursday, January 31, 2013 01:38:24 UTC",63.9249,-148.8971,2.2,0.00,23,"Central Alaska"
ak,10647655,2,"Thursday, January 31, 2013 01:37:44 UTC",50.1075,179.1709,2.8,24.90,21,"Rat Islands, Aleutian Islands, Alaska"
uu,60011917,4,"Thursday, January 31, 2013 01:33:44 UTC",37.8803,-113.2015,1.1,8.40,15,"Utah"
nc,71931896,2,"Thursday, January 31, 2013 01:28:10 UTC",37.6292,-118.8715,1.2,9.00,35,"Long Valley area, California"
nc,71931866,3,"Thursday, January 31, 2013 01:17:11 UTC",36.5997,-121.1993,2.3,2.90,64,"Central California"
ak,10649537,2,"Thursday, January 31, 2013 01:14:05 UTC",67.4776,-146.0071,2.3,17.10,17,"northern Alaska"
pr,13031000,0,"Thursday, January 31, 2013 01:12:08 UTC",18.8897,-64.4533,2.9,38.00, 4,"Virgin Islands region"
ak,10649536,2,"Thursday, January 31, 2013 01:11:49 UTC",62.2813,-149.7940,1.2,11.20,21,"Central Alaska"
ak,10647628,2,"Thursday, January 31, 2013 01:05:32 UTC",61.2197,-150.8030,2.1,52.10,44,"Southern Alaska"
uw,60503391,3,"Thursday, January 31, 2013 01:03:17 UTC",45.9195,-122.4088,3.7,7.60,42,"Washington"
ak,10649534,2,"Thursday, January 31, 2013 00:49:41 UTC",62.6319,-150.3824,1.3,66.90,20,"Central Alaska"
ci,15279313,2,"Thursday, January 31, 2013 00:31:43 UTC",35.0280,-117.6747,1.6,0.00,23,"Southern California"
ak,10647608,2,"Thursday, January 31, 2013 00:27:51 UTC",62.7754,-149.2263,1.8,74.50,35,"Central Alaska"
ak,10647607,2,"Thursday, January 31, 2013 00:24:22 UTC",62.1792,-148.0362,1.0,20.30,21,"Central Alaska"
nc,71931831,0,"Thursday, January 31, 2013 00:22:38 UTC",38.8215,-122.7645,1.2,1.10,18,"Northern California"
ci,15279305,2,"Thursday, January 31, 2013 00:18:55 UTC",33.8873,-115.9873,1.1,5.10,41,"Southern California"
ak,10649531,2,"Thursday, January 31, 2013 00:18:50 UTC",63.2587,-150.1992,1.2,101.60,16,"Central Alaska"
ak,10647600,2,"Thursday, January 31, 2013 00:17:01 UTC",65.0159,-147.3231,1.3,0.00,11,"northern Alaska"
nc,71931826,1,"Thursday, January 31, 2013 00:14:11 UTC",38.8393,-122.8380,1.5,2.80,32,"Northern California"
ak,10647586,2,"Wednesday, January 30, 2013 23:59:37 UTC",63.3253,-145.3214,1.4,8.70,21,"Central Alaska"
us,c000eyvv,5,"Wednesday, January 30, 2013 23:53:54 UTC",-10.5647,166.4376,4.6,15.00,48,"Santa Cruz Islands"
us,c000eyvb,8,"Wednesday, January 30, 2013 23:34:30 UTC",-16.0107,-74.8150,4.7,26.30,48,"near the coast of southern Peru"
nc,71931806,0,"Wednesday, January 30, 2013 23:28:42 UTC",38.8367,-122.7835,1.0,2.00,16,"Northern California"
nc,71931801,0,"Wednesday, January 30, 2013 23:28:12 UTC",38.8363,-122.7843,1.4,2.00,22,"Northern California"
ak,10649070,2,"Wednesday, January 30, 2013 23:09:36 UTC",63.2158,-150.8157,1.4,125.40,12,"Central Alaska"
us,c000eyur,A,"Wednesday, January 30, 2013 23:03:45 UTC",-10.5183,166.4862,6.0,10.00,213,"Santa Cruz Islands"
ak,10647444,2,"Wednesday, January 30, 2013 22:56:59 UTC",63.0763,-151.5430,1.3,13.40,15,"Central Alaska"
ak,10647439,2,"Wednesday, January 30, 2013 22:39:51 UTC",62.4685,-149.5489,1.2,59.90,14,"Central Alaska"
ak,10647437,2,"Wednesday, January 30, 2013 22:34:17 UTC",51.5114,-178.1404,2.8,13.40,22,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10647430,2,"Wednesday, January 30, 2013 22:27:20 UTC",62.1179,-150.2936,1.7,44.90,29,"Central Alaska"
ak,10649065,2,"Wednesday, January 30, 2013 22:15:05 UTC",63.5497,-151.0377,1.0,8.60,13,"Central Alaska"
nc,71931781,1,"Wednesday, January 30, 2013 22:11:35 UTC",38.8455,-122.8265,1.8,2.30,30,"Northern California"
ak,10647414,2,"Wednesday, January 30, 2013 21:46:56 UTC",63.5159,-147.4583,1.1,7.10,16,"Central Alaska"
ci,15279257,2,"Wednesday, January 30, 2013 21:43:53 UTC",32.7687,-116.5752,1.1,17.80,16,"Southern California"
ak,10647408,2,"Wednesday, January 30, 2013 21:33:17 UTC",62.0557,-145.1141,1.8,15.30,20,"Central Alaska"
ak,10649060,2,"Wednesday, January 30, 2013 21:24:50 UTC",63.0859,-149.5558,1.2,92.40,10,"Central Alaska"
ci,15279249,2,"Wednesday, January 30, 2013 21:14:01 UTC",33.7790,-116.1547,1.0,9.00,46,"Southern California"
ak,10647255,2,"Wednesday, January 30, 2013 21:09:59 UTC",59.1494,-152.6174,2.8,62.90,46,"Southern Alaska"
nc,71931736,1,"Wednesday, January 30, 2013 21:05:36 UTC",38.8162,-122.8192,2.0,2.10,39,"Northern California"
ak,10649058,2,"Wednesday, January 30, 2013 20:51:03 UTC",63.9376,-148.8010,1.3,102.00,12,"Central Alaska"
ak,10649057,2,"Wednesday, January 30, 2013 20:44:29 UTC",63.5214,-149.0385,1.4,88.90, 8,"Central Alaska"
ak,10647235,2,"Wednesday, January 30, 2013 20:20:35 UTC",63.5239,-147.3270,2.2,3.90,42,"Central Alaska"
us,c000eyp3,E,"Wednesday, January 30, 2013 20:15:42 UTC",-28.1795,-70.7845,6.8,42.70,608,"Atacama, Chile"
ak,10647233,2,"Wednesday, January 30, 2013 20:13:57 UTC",51.5763,-178.4426,2.2,16.30,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10649054,2,"Wednesday, January 30, 2013 20:10:00 UTC",61.1101,-151.7049,1.8,83.70,25,"Southern Alaska"
pr,13030004,0,"Wednesday, January 30, 2013 20:07:39 UTC",19.3710,-68.4885,3.8,71.00,11,"Dominican Republic region"
us,c000eynp,6,"Wednesday, January 30, 2013 20:02:04 UTC",-23.5507,-179.9682,4.6,562.00,122,"south of the Fiji Islands"
ci,15279217,2,"Wednesday, January 30, 2013 19:52:09 UTC",31.6358,-114.4665,3.3,10.00, 5,"Gulf of California"
nc,71931706,2,"Wednesday, January 30, 2013 19:36:00 UTC",37.3313,-122.1328,1.3,7.50,16,"San Francisco Bay area, California"
nc,71931691,4,"Wednesday, January 30, 2013 19:33:45 UTC",37.9993,-122.4503,1.1,2.20,13,"San Pablo Bay, California"
ak,10649053,2,"Wednesday, January 30, 2013 19:32:32 UTC",62.9314,-150.4575,1.5,106.60,17,"Central Alaska"
ak,10647216,2,"Wednesday, January 30, 2013 19:28:02 UTC",64.1766,-149.0325,1.1,1.00,12,"Central Alaska"
