mac,bunit,category,should_update,asset_id,dns,country,lat,should_timesync,city,nt_host,owner,requires_av,asset_tag,long,pci_domain,priority,key,ip,is_expected
,,,,,,,,,,,,,americas,,,,192.169.14.51,,
,,,,,,,,,,,,,should_update,,,,192.169.14.51,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.52,192.169.14.52,false
,,,,,,,,,,,,,americas,,,,192.169.14.52,,
,,,,,,,,,,,,,should_update,,,,192.169.14.52,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.53,192.169.14.53,false
,,,,,,,,,,,,,americas,,,,192.169.14.53,,
,,,,,,,,,,,,,should_update,,,,192.169.14.53,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.54,192.169.14.54,false
,,,,,,,,,,,,,americas,,,,192.169.14.54,,
,,,,,,,,,,,,,should_update,,,,192.169.14.54,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.55,192.169.14.55,false
,,,,,,,,,,,,,americas,,,,192.169.14.55,,
,,,,,,,,,,,,,should_update,,,,192.169.14.55,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.56,192.169.14.56,false
,,,,,,,,,,,,,americas,,,,192.169.14.56,,
,,,,,,,,,,,,,should_update,,,,192.169.14.56,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.57,192.169.14.57,false
,,,,,,,,,,,,,americas,,,,192.169.14.57,,
,,,,,,,,,,,,,should_update,,,,192.169.14.57,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.58,192.169.14.58,false
,,,,,,,,,,,,,americas,,,,192.169.14.58,,
,,,,,,,,,,,,,should_update,,,,192.169.14.58,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.59,192.169.14.59,false
,,,,,,,,,,,,,americas,,,,192.169.14.59,,
,,,,,,,,,,,,,should_update,,,,192.169.14.59,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.60,192.169.14.60,false
,,,,,,,,,,,,,americas,,,,192.169.14.60,,
,,,,,,,,,,,,,should_update,,,,192.169.14.60,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.61,192.169.14.61,false
,,,,,,,,,,,,,americas,,,,192.169.14.61,,
,,,,,,,,,,,,,should_update,,,,192.169.14.61,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.62,192.169.14.62,false
,,,,,,,,,,,,,americas,,,,192.169.14.62,,
,,,,,,,,,,,,,should_update,,,,192.169.14.62,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.63,192.169.14.63,false
,,,,,,,,,,,,,americas,,,,192.169.14.63,,
,,,,,,,,,,,,,should_update,,,,192.169.14.63,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.64,192.169.14.64,false
,,,,,,,,,,,,,americas,,,,192.169.14.64,,
,,,,,,,,,,,,,should_update,,,,192.169.14.64,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.65,192.169.14.65,false
,,,,,,,,,,,,,americas,,,,192.169.14.65,,
,,,,,,,,,,,,,should_update,,,,192.169.14.65,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.66,192.169.14.66,false
,,,,,,,,,,,,,americas,,,,192.169.14.66,,
,,,,,,,,,,,,,should_update,,,,192.169.14.66,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.67,192.169.14.67,false
,,,,,,,,,,,,,americas,,,,192.169.14.67,,
,,,,,,,,,,,,,should_update,,,,192.169.14.67,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.68,192.169.14.68,false
,,,,,,,,,,,,,americas,,,,192.169.14.68,,
,,,,,,,,,,,,,should_update,,,,192.169.14.68,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.69,192.169.14.69,false
,,,,,,,,,,,,,americas,,,,192.169.14.69,,
,,,,,,,,,,,,,should_update,,,,192.169.14.69,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.70,192.169.14.70,false
,,,,,,,,,,,,,americas,,,,192.169.14.70,,
,,,,,,,,,,,,,should_update,,,,192.169.14.70,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.71,192.169.14.71,false
,,,,,,,,,,,,,americas,,,,192.169.14.71,,
,,,,,,,,,,,,,should_update,,,,192.169.14.71,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.72,192.169.14.72,false
,,,,,,,,,,,,,americas,,,,192.169.14.72,,
,,,,,,,,,,,,,should_update,,,,192.169.14.72,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.73,192.169.14.73,false
,,,,,,,,,,,,,americas,,,,192.169.14.73,,
,,,,,,,,,,,,,should_update,,,,192.169.14.73,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.74,192.169.14.74,false
,,,,,,,,,,,,,americas,,,,192.169.14.74,,
,,,,,,,,,,,,,should_update,,,,192.169.14.74,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.75,192.169.14.75,false
,,,,,,,,,,,,,americas,,,,192.169.14.75,,
,,,,,,,,,,,,,should_update,,,,192.169.14.75,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.76,192.169.14.76,false
,,,,,,,,,,,,,americas,,,,192.169.14.76,,
,,,,,,,,,,,,,should_update,,,,192.169.14.76,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.77,192.169.14.77,false
,,,,,,,,,,,,,americas,,,,192.169.14.77,,
,,,,,,,,,,,,,should_update,,,,192.169.14.77,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.78,192.169.14.78,false
,,,,,,,,,,,,,americas,,,,192.169.14.78,,
,,,,,,,,,,,,,should_update,,,,192.169.14.78,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.79,192.169.14.79,false
,,,,,,,,,,,,,americas,,,,192.169.14.79,,
,,,,,,,,,,,,,should_update,,,,192.169.14.79,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.80,192.169.14.80,false
,,,,,,,,,,,,,americas,,,,192.169.14.80,,
,,,,,,,,,,,,,should_update,,,,192.169.14.80,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.81,192.169.14.81,false
,,,,,,,,,,,,,americas,,,,192.169.14.81,,
,,,,,,,,,,,,,should_update,,,,192.169.14.81,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.82,192.169.14.82,false
,,,,,,,,,,,,,americas,,,,192.169.14.82,,
,,,,,,,,,,,,,should_update,,,,192.169.14.82,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.83,192.169.14.83,false
,,,,,,,,,,,,,americas,,,,192.169.14.83,,
,,,,,,,,,,,,,should_update,,,,192.169.14.83,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.84,192.169.14.84,false
,,,,,,,,,,,,,americas,,,,192.169.14.84,,
,,,,,,,,,,,,,should_update,,,,192.169.14.84,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.85,192.169.14.85,false
,,,,,,,,,,,,,americas,,,,192.169.14.85,,
,,,,,,,,,,,,,should_update,,,,192.169.14.85,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.86,192.169.14.86,false
,,,,,,,,,,,,,americas,,,,192.169.14.86,,
,,,,,,,,,,,,,should_update,,,,192.169.14.86,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.87,192.169.14.87,false
,,,,,,,,,,,,,americas,,,,192.169.14.87,,
,,,,,,,,,,,,,should_update,,,,192.169.14.87,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.88,192.169.14.88,false
,,,,,,,,,,,,,americas,,,,192.169.14.88,,
,,,,,,,,,,,,,should_update,,,,192.169.14.88,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.89,192.169.14.89,false
,,,,,,,,,,,,,americas,,,,192.169.14.89,,
,,,,,,,,,,,,,should_update,,,,192.169.14.89,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.90,192.169.14.90,false
,,,,,,,,,,,,,americas,,,,192.169.14.90,,
,,,,,,,,,,,,,should_update,,,,192.169.14.90,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.91,192.169.14.91,false
,,,,,,,,,,,,,americas,,,,192.169.14.91,,
,,,,,,,,,,,,,should_update,,,,192.169.14.91,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.92,192.169.14.92,false
,,,,,,,,,,,,,americas,,,,192.169.14.92,,
,,,,,,,,,,,,,should_update,,,,192.169.14.92,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.93,192.169.14.93,false
,,,,,,,,,,,,,americas,,,,192.169.14.93,,
,,,,,,,,,,,,,should_update,,,,192.169.14.93,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.94,192.169.14.94,false
,,,,,,,,,,,,,americas,,,,192.169.14.94,,
,,,,,,,,,,,,,should_update,,,,192.169.14.94,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.95,192.169.14.95,false
,,,,,,,,,,,,,americas,,,,192.169.14.95,,
,,,,,,,,,,,,,should_update,,,,192.169.14.95,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.96,192.169.14.96,false
,,,,,,,,,,,,,americas,,,,192.169.14.96,,
,,,,,,,,,,,,,should_update,,,,192.169.14.96,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.97,192.169.14.97,false
,,,,,,,,,,,,,americas,,,,192.169.14.97,,
,,,,,,,,,,,,,should_update,,,,192.169.14.97,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.98,192.169.14.98,false
,,,,,,,,,,,,,americas,,,,192.169.14.98,,
,,,,,,,,,,,,,should_update,,,,192.169.14.98,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.99,192.169.14.99,false
,,,,,,,,,,,,,americas,,,,192.169.14.99,,
,,,,,,,,,,,,,should_update,,,,192.169.14.99,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.100,192.169.14.100,false
,,,,,,,,,,,,,americas,,,,192.169.14.100,,
,,,,,,,,,,,,,should_update,,,,192.169.14.100,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.101,192.169.14.101,false
,,,,,,,,,,,,,americas,,,,192.169.14.101,,
,,,,,,,,,,,,,should_update,,,,192.169.14.101,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.102,192.169.14.102,false
,,,,,,,,,,,,,americas,,,,192.169.14.102,,
,,,,,,,,,,,,,should_update,,,,192.169.14.102,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.103,192.169.14.103,false
,,,,,,,,,,,,,americas,,,,192.169.14.103,,
,,,,,,,,,,,,,should_update,,,,192.169.14.103,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.104,192.169.14.104,false
,,,,,,,,,,,,,americas,,,,192.169.14.104,,
,,,,,,,,,,,,,should_update,,,,192.169.14.104,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.105,192.169.14.105,false
,,,,,,,,,,,,,americas,,,,192.169.14.105,,
,,,,,,,,,,,,,should_update,,,,192.169.14.105,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.106,192.169.14.106,false
,,,,,,,,,,,,,americas,,,,192.169.14.106,,
,,,,,,,,,,,,,should_update,,,,192.169.14.106,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.107,192.169.14.107,false
,,,,,,,,,,,,,americas,,,,192.169.14.107,,
,,,,,,,,,,,,,should_update,,,,192.169.14.107,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.108,192.169.14.108,false
,,,,,,,,,,,,,americas,,,,192.169.14.108,,
,,,,,,,,,,,,,should_update,,,,192.169.14.108,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.109,192.169.14.109,false
,,,,,,,,,,,,,americas,,,,192.169.14.109,,
,,,,,,,,,,,,,should_update,,,,192.169.14.109,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.110,192.169.14.110,false
,,,,,,,,,,,,,americas,,,,192.169.14.110,,
,,,,,,,,,,,,,should_update,,,,192.169.14.110,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.111,192.169.14.111,false
,,,,,,,,,,,,,americas,,,,192.169.14.111,,
,,,,,,,,,,,,,should_update,,,,192.169.14.111,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.112,192.169.14.112,false
,,,,,,,,,,,,,americas,,,,192.169.14.112,,
,,,,,,,,,,,,,should_update,,,,192.169.14.112,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.113,192.169.14.113,false
,,,,,,,,,,,,,americas,,,,192.169.14.113,,
,,,,,,,,,,,,,should_update,,,,192.169.14.113,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.114,192.169.14.114,false
,,,,,,,,,,,,,americas,,,,192.169.14.114,,
,,,,,,,,,,,,,should_update,,,,192.169.14.114,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.115,192.169.14.115,false
,,,,,,,,,,,,,americas,,,,192.169.14.115,,
,,,,,,,,,,,,,should_update,,,,192.169.14.115,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.116,192.169.14.116,false
,,,,,,,,,,,,,americas,,,,192.169.14.116,,
,,,,,,,,,,,,,should_update,,,,192.169.14.116,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.117,192.169.14.117,false
,,,,,,,,,,,,,americas,,,,192.169.14.117,,
,,,,,,,,,,,,,should_update,,,,192.169.14.117,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.118,192.169.14.118,false
,,,,,,,,,,,,,americas,,,,192.169.14.118,,
,,,,,,,,,,,,,should_update,,,,192.169.14.118,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.119,192.169.14.119,false
,,,,,,,,,,,,,americas,,,,192.169.14.119,,
,,,,,,,,,,,,,should_update,,,,192.169.14.119,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.120,192.169.14.120,false
,,,,,,,,,,,,,americas,,,,192.169.14.120,,
,,,,,,,,,,,,,should_update,,,,192.169.14.120,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.121,192.169.14.121,false
,,,,,,,,,,,,,americas,,,,192.169.14.121,,
,,,,,,,,,,,,,should_update,,,,192.169.14.121,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.122,192.169.14.122,false
,,,,,,,,,,,,,americas,,,,192.169.14.122,,
,,,,,,,,,,,,,should_update,,,,192.169.14.122,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.123,192.169.14.123,false
,,,,,,,,,,,,,americas,,,,192.169.14.123,,
,,,,,,,,,,,,,should_update,,,,192.169.14.123,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.124,192.169.14.124,false
,,,,,,,,,,,,,americas,,,,192.169.14.124,,
,,,,,,,,,,,,,should_update,,,,192.169.14.124,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.125,192.169.14.125,false
,,,,,,,,,,,,,americas,,,,192.169.14.125,,
,,,,,,,,,,,,,should_update,,,,192.169.14.125,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.126,192.169.14.126,false
,,,,,,,,,,,,,americas,,,,192.169.14.126,,
,,,,,,,,,,,,,should_update,,,,192.169.14.126,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.127,192.169.14.127,false
,,,,,,,,,,,,,americas,,,,192.169.14.127,,
,,,,,,,,,,,,,should_update,,,,192.169.14.127,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.128,192.169.14.128,false
,,,,,,,,,,,,,americas,,,,192.169.14.128,,
,,,,,,,,,,,,,should_update,,,,192.169.14.128,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.129,192.169.14.129,false
,,,,,,,,,,,,,americas,,,,192.169.14.129,,
,,,,,,,,,,,,,should_update,,,,192.169.14.129,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.130,192.169.14.130,false
,,,,,,,,,,,,,americas,,,,192.169.14.130,,
,,,,,,,,,,,,,should_update,,,,192.169.14.130,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.131,192.169.14.131,false
,,,,,,,,,,,,,americas,,,,192.169.14.131,,
,,,,,,,,,,,,,should_update,,,,192.169.14.131,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.132,192.169.14.132,false
,,,,,,,,,,,,,americas,,,,192.169.14.132,,
,,,,,,,,,,,,,should_update,,,,192.169.14.132,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.133,192.169.14.133,false
,,,,,,,,,,,,,americas,,,,192.169.14.133,,
,,,,,,,,,,,,,should_update,,,,192.169.14.133,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.134,192.169.14.134,false
,,,,,,,,,,,,,americas,,,,192.169.14.134,,
,,,,,,,,,,,,,should_update,,,,192.169.14.134,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.135,192.169.14.135,false
,,,,,,,,,,,,,americas,,,,192.169.14.135,,
,,,,,,,,,,,,,should_update,,,,192.169.14.135,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.136,192.169.14.136,false
,,,,,,,,,,,,,americas,,,,192.169.14.136,,
,,,,,,,,,,,,,should_update,,,,192.169.14.136,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.137,192.169.14.137,false
,,,,,,,,,,,,,americas,,,,192.169.14.137,,
,,,,,,,,,,,,,should_update,,,,192.169.14.137,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.138,192.169.14.138,false
,,,,,,,,,,,,,americas,,,,192.169.14.138,,
,,,,,,,,,,,,,should_update,,,,192.169.14.138,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.139,192.169.14.139,false
,,,,,,,,,,,,,americas,,,,192.169.14.139,,
,,,,,,,,,,,,,should_update,,,,192.169.14.139,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.140,192.169.14.140,false
,,,,,,,,,,,,,americas,,,,192.169.14.140,,
,,,,,,,,,,,,,should_update,,,,192.169.14.140,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.141,192.169.14.141,false
,,,,,,,,,,,,,americas,,,,192.169.14.141,,
,,,,,,,,,,,,,should_update,,,,192.169.14.141,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.142,192.169.14.142,false
,,,,,,,,,,,,,americas,,,,192.169.14.142,,
,,,,,,,,,,,,,should_update,,,,192.169.14.142,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.143,192.169.14.143,false
,,,,,,,,,,,,,americas,,,,192.169.14.143,,
,,,,,,,,,,,,,should_update,,,,192.169.14.143,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.144,192.169.14.144,false
,,,,,,,,,,,,,americas,,,,192.169.14.144,,
,,,,,,,,,,,,,should_update,,,,192.169.14.144,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.145,192.169.14.145,false
,,,,,,,,,,,,,americas,,,,192.169.14.145,,
,,,,,,,,,,,,,should_update,,,,192.169.14.145,,
,americas,,true,61a97b169dc691085a267326df3f65b770734844,,USA,38.959405,true,Washington D.C.,,,false,should_timesync,-77.04,untrust,medium,192.169.14.146,192.169.14.146,false
,,,,,,,,,,,,,americas,,,,192.169.14.146,,
